,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-07-20,190.0,193.25,188.75,190.75,189.005005,45672856
1,2020-07-21,192.449997,196.199997,191.5,194.399994,192.621613,59281860
2,2020-07-22,195.699997,196.75,190.100006,192.0,190.243576,62276152
3,2020-07-23,192.399994,199.100006,191.149994,198.25,196.436401,70801412
4,2020-07-24,195.699997,196.300003,190.649994,191.949997,190.194031,65265493
